# depth maps
# file: 'rgbd_dataset_freiburg2_pioneer_360.bag'
# timestamp filename
1311876800.398210 depth/1311876800.398210.png
1311876800.430172 depth/1311876800.430172.png
1311876800.467636 depth/1311876800.467636.png
1311876800.499186 depth/1311876800.499186.png
1311876800.520581 depth/1311876800.520581.png
1311876800.584599 depth/1311876800.584599.png
1311876800.626782 depth/1311876800.626782.png
1311876800.669086 depth/1311876800.669086.png
1311876800.699144 depth/1311876800.699144.png
1311876800.730916 depth/1311876800.730916.png
1311876800.784931 depth/1311876800.784931.png
1311876800.819617 depth/1311876800.819617.png
1311876800.862936 depth/1311876800.862936.png
1311876800.894684 depth/1311876800.894684.png
1311876800.930123 depth/1311876800.930123.png
1311876800.966034 depth/1311876800.966034.png
1311876801.000640 depth/1311876801.000640.png
1311876801.050153 depth/1311876801.050153.png
1311876801.094722 depth/1311876801.094722.png
1311876801.131821 depth/1311876801.131821.png
1311876801.182417 depth/1311876801.182417.png
1311876801.226769 depth/1311876801.226769.png
1311876801.270078 depth/1311876801.270078.png
1311876801.299426 depth/1311876801.299426.png
1311876801.387408 depth/1311876801.387408.png
1311876801.432830 depth/1311876801.432830.png
1311876801.489501 depth/1311876801.489501.png
1311876801.587581 depth/1311876801.587581.png
1311876801.648195 depth/1311876801.648195.png
1311876801.688036 depth/1311876801.688036.png
1311876801.717648 depth/1311876801.717648.png
1311876801.765189 depth/1311876801.765189.png
1311876801.799650 depth/1311876801.799650.png
1311876801.831093 depth/1311876801.831093.png
1311876801.884183 depth/1311876801.884183.png
1311876801.926821 depth/1311876801.926821.png
1311876801.987889 depth/1311876801.987889.png
1311876802.016383 depth/1311876802.016383.png
1311876802.087898 depth/1311876802.087898.png
1311876802.153177 depth/1311876802.153177.png
1311876802.217194 depth/1311876802.217194.png
1311876802.251776 depth/1311876802.251776.png
1311876802.319544 depth/1311876802.319544.png
1311876802.355248 depth/1311876802.355248.png
1311876802.433381 depth/1311876802.433381.png
1311876802.494675 depth/1311876802.494675.png
1311876802.587858 depth/1311876802.587858.png
1311876802.653566 depth/1311876802.653566.png
1311876802.694738 depth/1311876802.694738.png
1311876802.718363 depth/1311876802.718363.png
1311876802.755111 depth/1311876802.755111.png
1311876802.785181 depth/1311876802.785181.png
1311876802.826224 depth/1311876802.826224.png
1311876802.884106 depth/1311876802.884106.png
1311876802.916813 depth/1311876802.916813.png
1311876802.988223 depth/1311876802.988223.png
1311876803.017378 depth/1311876803.017378.png
1311876803.055199 depth/1311876803.055199.png
1311876803.084338 depth/1311876803.084338.png
1311876803.153743 depth/1311876803.153743.png
1311876803.231819 depth/1311876803.231819.png
1311876803.301802 depth/1311876803.301802.png
1311876803.362668 depth/1311876803.362668.png
1311876803.386590 depth/1311876803.386590.png
1311876803.419773 depth/1311876803.419773.png
1311876803.451932 depth/1311876803.451932.png
1311876803.494773 depth/1311876803.494773.png
1311876803.530245 depth/1311876803.530245.png
1311876803.565784 depth/1311876803.565784.png
1311876803.619395 depth/1311876803.619395.png
1311876803.701218 depth/1311876803.701218.png
1311876803.722219 depth/1311876803.722219.png
1311876803.768994 depth/1311876803.768994.png
1311876803.799717 depth/1311876803.799717.png
1311876803.854906 depth/1311876803.854906.png
1311876803.920118 depth/1311876803.920118.png
1311876803.953034 depth/1311876803.953034.png
1311876804.034179 depth/1311876804.034179.png
1311876804.084848 depth/1311876804.084848.png
1311876804.123705 depth/1311876804.123705.png
1311876804.187145 depth/1311876804.187145.png
1311876804.253216 depth/1311876804.253216.png
1311876804.324733 depth/1311876804.324733.png
1311876804.384977 depth/1311876804.384977.png
1311876804.454309 depth/1311876804.454309.png
1311876804.523704 depth/1311876804.523704.png
1311876804.584169 depth/1311876804.584169.png
1311876804.653127 depth/1311876804.653127.png
1311876804.754826 depth/1311876804.754826.png
1311876804.789289 depth/1311876804.789289.png
1311876804.887615 depth/1311876804.887615.png
1311876804.955369 depth/1311876804.955369.png
1311876804.989753 depth/1311876804.989753.png
1311876805.053986 depth/1311876805.053986.png
1311876805.154609 depth/1311876805.154609.png
1311876805.222509 depth/1311876805.222509.png
1311876805.289313 depth/1311876805.289313.png
1311876805.320342 depth/1311876805.320342.png
1311876805.388568 depth/1311876805.388568.png
1311876805.452368 depth/1311876805.452368.png
1311876805.519837 depth/1311876805.519837.png
1311876805.587756 depth/1311876805.587756.png
1311876805.651946 depth/1311876805.651946.png
1311876805.752802 depth/1311876805.752802.png
1311876805.787639 depth/1311876805.787639.png
1311876805.889315 depth/1311876805.889315.png
1311876805.920276 depth/1311876805.920276.png
1311876805.951913 depth/1311876805.951913.png
1311876806.019724 depth/1311876806.019724.png
1311876806.087481 depth/1311876806.087481.png
1311876806.188464 depth/1311876806.188464.png
1311876806.258314 depth/1311876806.258314.png
1311876806.321478 depth/1311876806.321478.png
1311876806.355804 depth/1311876806.355804.png
1311876806.387467 depth/1311876806.387467.png
1311876806.457927 depth/1311876806.457927.png
1311876806.487285 depth/1311876806.487285.png
1311876806.519534 depth/1311876806.519534.png
1311876806.587487 depth/1311876806.587487.png
1311876806.658813 depth/1311876806.658813.png
1311876806.687392 depth/1311876806.687392.png
1311876806.755717 depth/1311876806.755717.png
1311876806.787327 depth/1311876806.787327.png
1311876806.855905 depth/1311876806.855905.png
1311876806.887311 depth/1311876806.887311.png
1311876806.956004 depth/1311876806.956004.png
1311876806.987214 depth/1311876806.987214.png
1311876807.088861 depth/1311876807.088861.png
1311876807.119450 depth/1311876807.119450.png
1311876807.223817 depth/1311876807.223817.png
1311876807.288863 depth/1311876807.288863.png
1311876807.389027 depth/1311876807.389027.png
1311876807.423032 depth/1311876807.423032.png
1311876807.488802 depth/1311876807.488802.png
1311876807.556734 depth/1311876807.556734.png
1311876807.587013 depth/1311876807.587013.png
1311876807.623119 depth/1311876807.623119.png
1311876807.722818 depth/1311876807.722818.png
1311876807.788147 depth/1311876807.788147.png
1311876807.823115 depth/1311876807.823115.png
1311876807.855120 depth/1311876807.855120.png
1311876807.887294 depth/1311876807.887294.png
1311876807.955198 depth/1311876807.955198.png
1311876807.986944 depth/1311876807.986944.png
1311876808.023014 depth/1311876808.023014.png
1311876808.088478 depth/1311876808.088478.png
1311876808.156345 depth/1311876808.156345.png
1311876808.225589 depth/1311876808.225589.png
1311876808.288030 depth/1311876808.288030.png
1311876808.323461 depth/1311876808.323461.png
1311876808.388643 depth/1311876808.388643.png
1311876808.457263 depth/1311876808.457263.png
1311876808.487191 depth/1311876808.487191.png
1311876808.524622 depth/1311876808.524622.png
1311876808.622378 depth/1311876808.622378.png
1311876808.692901 depth/1311876808.692901.png
1311876808.722934 depth/1311876808.722934.png
1311876808.793384 depth/1311876808.793384.png
1311876808.823402 depth/1311876808.823402.png
1311876808.891022 depth/1311876808.891022.png
1311876808.955236 depth/1311876808.955236.png
1311876808.991450 depth/1311876808.991450.png
1311876809.055337 depth/1311876809.055337.png
1311876809.093423 depth/1311876809.093423.png
1311876809.123387 depth/1311876809.123387.png
1311876809.193342 depth/1311876809.193342.png
1311876809.223069 depth/1311876809.223069.png
1311876809.292901 depth/1311876809.292901.png
1311876809.357379 depth/1311876809.357379.png
1311876809.454751 depth/1311876809.454751.png
1311876809.491240 depth/1311876809.491240.png
1311876809.556050 depth/1311876809.556050.png
1311876809.624615 depth/1311876809.624615.png
1311876809.693080 depth/1311876809.693080.png
1311876809.757585 depth/1311876809.757585.png
1311876809.825056 depth/1311876809.825056.png
1311876809.892022 depth/1311876809.892022.png
1311876809.923321 depth/1311876809.923321.png
1311876809.990845 depth/1311876809.990845.png
1311876810.060827 depth/1311876810.060827.png
1311876810.125346 depth/1311876810.125346.png
1311876810.193130 depth/1311876810.193130.png
1311876810.259514 depth/1311876810.259514.png
1311876810.323078 depth/1311876810.323078.png
1311876810.360062 depth/1311876810.360062.png
1311876810.461729 depth/1311876810.461729.png
1311876810.492629 depth/1311876810.492629.png
1311876810.559560 depth/1311876810.559560.png
1311876810.591083 depth/1311876810.591083.png
1311876810.659389 depth/1311876810.659389.png
1311876810.724233 depth/1311876810.724233.png
1311876810.792630 depth/1311876810.792630.png
1311876810.822845 depth/1311876810.822845.png
1311876810.864247 depth/1311876810.864247.png
1311876810.891196 depth/1311876810.891196.png
1311876810.959926 depth/1311876810.959926.png
1311876810.991556 depth/1311876810.991556.png
1311876811.058901 depth/1311876811.058901.png
1311876811.091064 depth/1311876811.091064.png
1311876811.160091 depth/1311876811.160091.png
1311876811.192269 depth/1311876811.192269.png
1311876811.228051 depth/1311876811.228051.png
1311876811.292419 depth/1311876811.292419.png
1311876811.359797 depth/1311876811.359797.png
1311876811.391612 depth/1311876811.391612.png
1311876811.459895 depth/1311876811.459895.png
1311876811.490716 depth/1311876811.490716.png
1311876811.559319 depth/1311876811.559319.png
1311876811.626836 depth/1311876811.626836.png
1311876811.690729 depth/1311876811.690729.png
1311876811.792082 depth/1311876811.792082.png
1311876811.826917 depth/1311876811.826917.png
1311876811.892699 depth/1311876811.892699.png
1311876811.958831 depth/1311876811.958831.png
1311876812.026858 depth/1311876812.026858.png
1311876812.059097 depth/1311876812.059097.png
1311876812.161485 depth/1311876812.161485.png
1311876812.229947 depth/1311876812.229947.png
1311876812.329383 depth/1311876812.329383.png
1311876812.359844 depth/1311876812.359844.png
1311876812.427946 depth/1311876812.427946.png
1311876812.529695 depth/1311876812.529695.png
1311876812.559236 depth/1311876812.559236.png
1311876812.629540 depth/1311876812.629540.png
1311876812.659637 depth/1311876812.659637.png
1311876812.697254 depth/1311876812.697254.png
1311876812.726954 depth/1311876812.726954.png
1311876812.761558 depth/1311876812.761558.png
1311876812.827549 depth/1311876812.827549.png
1311876812.896909 depth/1311876812.896909.png
1311876812.959298 depth/1311876812.959298.png
1311876813.097219 depth/1311876813.097219.png
1311876813.129204 depth/1311876813.129204.png
1311876813.162398 depth/1311876813.162398.png
1311876813.196882 depth/1311876813.196882.png
1311876813.262813 depth/1311876813.262813.png
1311876813.330620 depth/1311876813.330620.png
1311876813.398057 depth/1311876813.398057.png
1311876813.462232 depth/1311876813.462232.png
1311876813.498417 depth/1311876813.498417.png
1311876813.562398 depth/1311876813.562398.png
1311876813.630019 depth/1311876813.630019.png
