# accelerometer data
# file: 'rgbd_dataset_freiburg1_room.bag'
# timestamp ax ay az
1305031906.964072 0.778306 7.627394 -5.699591
1305031906.965055 0.778306 7.627394 -5.699591
1305031906.968313 0.862123 7.531603 -5.699591
1305031906.969303 0.862123 7.531603 -5.699591
1305031906.973052 0.682514 7.627394 -5.915122
1305031906.973948 0.682514 7.627394 -5.915122
1305031906.977206 0.862123 7.818977 -5.891174
1305031906.978172 0.862123 7.818977 -5.891174
1305031906.981814 0.778306 7.914769 -5.699591
1305031906.982940 0.778306 7.914769 -5.699591
1305031906.984068 0.778306 7.914769 -5.699591
1305031906.985206 0.778306 7.914769 -5.699591
1305031906.988375 0.826201 8.010560 -5.603800
1305031906.989319 0.826201 8.010560 -5.603800
1305031906.992959 0.778306 8.010560 -5.867226
1305031906.993944 0.778306 8.010560 -5.867226
1305031906.997207 0.862123 8.010560 -5.699591
1305031906.998194 0.862123 8.010560 -5.699591
1305031907.001840 0.862123 7.962665 -5.891174
1305031907.002831 0.862123 7.962665 -5.891174
1305031907.004090 0.862123 7.962665 -5.891174
1305031907.005217 0.862123 7.962665 -5.891174
1305031907.008411 0.862123 7.962665 -5.699591
1305031907.009336 0.862123 7.962665 -5.699591
1305031907.012945 0.862123 8.010560 -5.891174
1305031907.013947 0.862123 8.010560 -5.891174
1305031907.017212 0.910019 7.914769 -5.986966
1305031907.018195 0.910019 7.914769 -5.986966
1305031907.021817 0.957915 7.818977 -6.298288
1305031907.022792 0.957915 7.818977 -6.298288
1305031907.024072 0.957915 7.818977 -6.298288
1305031907.025217 0.957915 7.818977 -6.298288
1305031907.028191 1.053706 7.627394 -5.986966
1305031907.029349 1.053706 7.627394 -5.986966
1305031907.032992 0.862123 7.675290 -6.082757
1305031907.033958 0.862123 7.675290 -6.082757
1305031907.037207 0.862123 7.627394 -6.178549
1305031907.038158 0.862123 7.627394 -6.178549
1305031907.041873 1.053706 7.603447 -6.370132
1305031907.042800 1.053706 7.603447 -6.370132
1305031907.044070 1.053706 7.603447 -6.370132
1305031907.045273 1.053706 7.603447 -6.370132
1305031907.048332 1.245289 7.627394 -6.465923
1305031907.049334 1.245289 7.627394 -6.465923
1305031907.052942 1.245289 7.579499 -6.609610
1305031907.053963 1.245289 7.579499 -6.609610
1305031907.057197 0.862123 7.627394 -6.465923
1305031907.058407 0.862123 7.627394 -6.465923
1305031907.061834 0.957915 7.627394 -6.657506
1305031907.062854 0.957915 7.627394 -6.657506
1305031907.064071 0.957915 7.627394 -6.657506
1305031907.065211 0.957915 7.627394 -6.657506
1305031907.068198 1.053706 7.627394 -6.657506
1305031907.069271 1.053706 7.627394 -6.657506
1305031907.072966 0.910019 7.627394 -6.657506
1305031907.073962 0.910019 7.627394 -6.657506
1305031907.077070 0.862123 7.627394 -6.657506
1305031907.078196 0.862123 7.627394 -6.657506
1305031907.079320 0.862123 7.627394 -6.657506
1305031907.080526 0.862123 7.627394 -6.657506
1305031907.083978 0.862123 7.435812 -6.657506
1305031907.085083 0.862123 7.435812 -6.657506
1305031907.088333 0.957915 7.435812 -6.849089
1305031907.089299 0.957915 7.435812 -6.849089
1305031907.092980 1.209367 7.435812 -6.561715
1305031907.094125 1.209367 7.435812 -6.561715
1305031907.097221 1.053706 7.615421 -6.657506
1305031907.098198 1.053706 7.615421 -6.657506
1305031907.101854 1.209367 7.435812 -6.657506
1305031907.102796 1.209367 7.435812 -6.657506
1305031907.104072 1.209367 7.435812 -6.657506
1305031907.105210 1.209367 7.435812 -6.657506
1305031907.108449 1.257263 7.627394 -6.657506
1305031907.109340 1.257263 7.627394 -6.657506
1305031907.112959 1.053706 7.615421 -6.657506
1305031907.113961 1.053706 7.615421 -6.657506
1305031907.117209 1.053706 7.627394 -6.370132
1305031907.118239 1.053706 7.627394 -6.370132
1305031907.119488 1.053706 7.627394 -6.370132
1305031907.122803 1.053706 7.603447 -6.370132
1305031907.123962 1.053706 7.603447 -6.370132
1305031907.127198 0.874097 7.627394 -6.274340
1305031907.128222 0.874097 7.627394 -6.274340
1305031907.131858 0.862123 7.627394 -6.274340
1305031907.132817 0.862123 7.627394 -6.274340
1305031907.134088 0.862123 7.627394 -6.274340
1305031907.135084 0.862123 7.627394 -6.274340
1305031907.138371 0.862123 7.627394 -6.274340
1305031907.139397 0.862123 7.627394 -6.274340
1305031907.142967 0.910019 7.723186 -6.250392
1305031907.143961 0.910019 7.723186 -6.250392
1305031907.147264 1.053706 7.723186 -6.322236
1305031907.148237 1.053706 7.723186 -6.322236
1305031907.151717 0.957915 8.010560 -6.274340
1305031907.152812 0.957915 8.010560 -6.274340
1305031907.154094 0.957915 8.010560 -6.274340
1305031907.155071 0.957915 8.010560 -6.274340
1305031907.158363 1.053706 7.986612 -6.274340
1305031907.159366 1.053706 7.986612 -6.274340
1305031907.162924 1.053706 7.986612 -6.465923
1305031907.163919 1.053706 7.986612 -6.465923
1305031907.167212 1.161471 7.962665 -6.274340
1305031907.168173 1.161471 7.962665 -6.274340
1305031907.171881 1.233315 7.986612 -6.274340
1305031907.172815 1.233315 7.986612 -6.274340
1305031907.174092 1.233315 7.986612 -6.274340
1305031907.175066 1.233315 7.986612 -6.274340
1305031907.178358 1.053706 7.962665 -6.465923
1305031907.179320 1.053706 7.962665 -6.465923
1305031907.182986 1.053706 8.010560 -6.669480
1305031907.183950 1.053706 8.010560 -6.669480
1305031907.187212 1.053706 8.010560 -6.370132
1305031907.188225 1.053706 8.010560 -6.370132
1305031907.191859 1.053706 7.818977 -6.657506
1305031907.192956 1.053706 7.818977 -6.657506
1305031907.194170 1.053706 7.818977 -6.657506
1305031907.195164 1.053706 7.818977 -6.657506
1305031907.198296 1.233315 7.962665 -6.370132
1305031907.199368 1.233315 7.962665 -6.370132
1305031907.202983 1.161471 7.723186 -6.465923
1305031907.203946 1.161471 7.723186 -6.465923
1305031907.207207 1.053706 7.818977 -6.609610
1305031907.208252 1.053706 7.818977 -6.609610
1305031907.211836 1.209367 7.723186 -6.465923
1305031907.212799 1.209367 7.723186 -6.465923
1305031907.214088 1.209367 7.723186 -6.465923
1305031907.215062 1.209367 7.723186 -6.465923
1305031907.218385 0.862123 7.818977 -6.274340
1305031907.219369 0.862123 7.818977 -6.274340
1305031907.222983 1.053706 7.818977 -6.274340
1305031907.223963 1.053706 7.818977 -6.274340
1305031907.227184 0.957915 7.818977 -6.178549
1305031907.228184 0.957915 7.818977 -6.178549
1305031907.231704 1.053706 7.914769 -6.082757
1305031907.232804 1.053706 7.914769 -6.082757
1305031907.234072 1.053706 7.914769 -6.082757
1305031907.235069 1.053706 7.914769 -6.082757
1305031907.238293 0.957915 8.010560 -5.939070
1305031907.239337 0.957915 8.010560 -5.939070
1305031907.242981 0.910019 7.986612 -5.939070
1305031907.243948 0.910019 7.986612 -5.939070
1305031907.247184 1.053706 7.914769 -6.082757
1305031907.248199 1.053706 7.914769 -6.082757
1305031907.251817 1.053706 7.962665 -6.082757
1305031907.252811 1.053706 7.962665 -6.082757
1305031907.254087 1.053706 7.962665 -6.082757
1305031907.255084 1.053706 7.962665 -6.082757
1305031907.258339 1.053706 7.818977 -5.986966
1305031907.259335 1.053706 7.818977 -5.986966
1305031907.262936 0.957915 7.962665 -6.082757
1305031907.263933 0.957915 7.962665 -6.082757
1305031907.267033 0.910019 7.986612 -5.986966
1305031907.268215 0.910019 7.986612 -5.986966
1305031907.269796 0.910019 7.986612 -5.986966
1305031907.272939 1.053706 7.818977 -6.082757
1305031907.273973 1.053706 7.818977 -6.082757
1305031907.277194 0.862123 7.818977 -5.843279
1305031907.278334 0.862123 7.818977 -5.843279
1305031907.281855 0.862123 7.818977 -5.986966
1305031907.282796 0.862123 7.818977 -5.986966
1305031907.284075 0.862123 7.818977 -5.986966
1305031907.285208 0.862123 7.818977 -5.986966
1305031907.288349 0.910019 7.818977 -5.843279
1305031907.289337 0.910019 7.818977 -5.843279
1305031907.292953 1.053706 7.675290 -5.986966
1305031907.293935 1.053706 7.675290 -5.986966
1305031907.297175 0.862123 7.818977 -5.891174
1305031907.298166 0.862123 7.818977 -5.891174
1305031907.301815 0.886071 7.914769 -5.986966
1305031907.302963 0.886071 7.914769 -5.986966
1305031907.303970 0.886071 7.914769 -5.986966
1305031907.307208 0.862123 8.010560 -5.939070
1305031907.308209 0.862123 8.010560 -5.939070
1305031907.311834 0.826201 7.818977 -5.699591
1305031907.312803 0.826201 7.818977 -5.699591
1305031907.314071 0.826201 7.818977 -5.699591
1305031907.315063 0.826201 7.818977 -5.699591
1305031907.318333 0.910019 7.818977 -5.891174
1305031907.319364 0.910019 7.818977 -5.891174
1305031907.322978 0.778306 7.818977 -5.795383
1305031907.323964 0.778306 7.818977 -5.795383
1305031907.327175 0.826201 8.010560 -5.508009
1305031907.328170 0.826201 8.010560 -5.508009
1305031907.331849 0.778306 7.914769 -5.508009
1305031907.332940 0.778306 7.914769 -5.508009
1305031907.334073 0.778306 7.914769 -5.508009
1305031907.335214 0.778306 7.914769 -5.508009
1305031907.338339 0.778306 7.962665 -5.699591
1305031907.339320 0.778306 7.962665 -5.699591
1305031907.342972 0.862123 7.914769 -5.508009
1305031907.343966 0.862123 7.914769 -5.508009
1305031907.347191 0.862123 7.914769 -5.460113
1305031907.348243 0.862123 7.914769 -5.460113
1305031907.349805 0.862123 7.914769 -5.460113
1305031907.353083 0.886071 7.723186 -5.891174
1305031907.354089 0.886071 7.723186 -5.891174
1305031907.357210 0.862123 7.627394 -5.843279
1305031907.358240 0.862123 7.627394 -5.843279
1305031907.361802 0.778306 7.675290 -5.699591
1305031907.362792 0.778306 7.675290 -5.699591
1305031907.364046 0.778306 7.675290 -5.699591
1305031907.365045 0.778306 7.675290 -5.699591
1305031907.368201 0.682514 7.651342 -5.603800
1305031907.369310 0.682514 7.651342 -5.603800
1305031907.372954 0.682514 7.531603 -5.795383
1305031907.373965 0.682514 7.531603 -5.795383
1305031907.377218 0.682514 7.627394 -5.603800
1305031907.378350 0.682514 7.627394 -5.603800
1305031907.381896 0.574749 7.627394 -5.508009
1305031907.382798 0.574749 7.627394 -5.508009
1305031907.384091 0.574749 7.627394 -5.508009
1305031907.385222 0.574749 7.627394 -5.508009
1305031907.388340 0.478957 7.627394 -5.508009
1305031907.389318 0.478957 7.627394 -5.508009
1305031907.392937 0.443035 7.627394 -5.603800
1305031907.393922 0.443035 7.627394 -5.603800
1305031907.397184 0.287374 7.675290 -5.519982
1305031907.398181 0.287374 7.675290 -5.519982
1305031907.401808 0.443035 7.675290 -5.699591
1305031907.402788 0.443035 7.675290 -5.699591
1305031907.404053 0.443035 7.675290 -5.699591
1305031907.405173 0.443035 7.675290 -5.699591
1305031907.408320 0.191583 8.010560 -5.316426
1305031907.409464 0.191583 8.010560 -5.316426
1305031907.412963 0.478957 8.010560 -5.316426
1305031907.413943 0.478957 8.010560 -5.316426
1305031907.417194 0.478957 8.202143 -5.124843
1305031907.418197 0.478957 8.202143 -5.124843
1305031907.421839 0.478957 8.369778 -5.100895
1305031907.422796 0.478957 8.369778 -5.100895
1305031907.424089 0.478957 8.369778 -5.100895
1305031907.425052 0.478957 8.369778 -5.100895
1305031907.428169 0.526853 8.369778 -5.124843
1305031907.429306 0.526853 8.369778 -5.124843
1305031907.432803 0.682514 8.202143 -5.316426
1305031907.433968 0.682514 8.202143 -5.316426
1305031907.437212 0.395140 8.393726 -5.124843
1305031907.438217 0.395140 8.393726 -5.124843
1305031907.439312 0.395140 8.393726 -5.124843
1305031907.440556 0.395140 8.393726 -5.124843
1305031907.444134 0.478957 8.297935 -5.316426
1305031907.445090 0.478957 8.297935 -5.316426
1305031907.448328 0.526853 8.058456 -5.699591
1305031907.449322 0.526853 8.058456 -5.699591
1305031907.452928 0.478957 8.034508 -5.519982
1305031907.453948 0.478957 8.034508 -5.519982
1305031907.457204 0.574749 8.022534 -5.603800
1305031907.458202 0.574749 8.022534 -5.603800
1305031907.461807 0.443035 8.010560 -5.508009
1305031907.462780 0.443035 8.010560 -5.508009
1305031907.464041 0.443035 8.010560 -5.508009
1305031907.465082 0.443035 8.010560 -5.508009
1305031907.468349 0.443035 8.010560 -5.484061
1305031907.469285 0.443035 8.010560 -5.484061
1305031907.472930 0.443035 8.010560 -5.508009
1305031907.473936 0.443035 8.010560 -5.508009
1305031907.477223 0.395140 7.818977 -5.316426
1305031907.478244 0.395140 7.818977 -5.316426
1305031907.479473 0.395140 7.818977 -5.316426
1305031907.480610 0.395140 7.818977 -5.316426
1305031907.484196 0.478957 7.818977 -5.316426
1305031907.487212 0.395140 7.818977 -5.136817
1305031907.488228 0.395140 7.818977 -5.136817
1305031907.491861 0.478957 7.818977 -5.316426
1305031907.493259 0.478957 7.818977 -5.316426
1305031907.494171 0.478957 7.818977 -5.316426
1305031907.495167 0.478957 7.818977 -5.316426
1305031907.498297 0.395140 7.818977 -5.076947
1305031907.499296 0.395140 7.818977 -5.076947
1305031907.502968 0.478957 7.818977 -4.837468
1305031907.503950 0.478957 7.818977 -4.837468
1305031907.507214 0.478957 7.914769 -4.933260
1305031907.508223 0.478957 7.914769 -4.933260
1305031907.511849 0.478957 7.818977 -4.837468
1305031907.512793 0.478957 7.818977 -4.837468
1305031907.514100 0.478957 7.818977 -4.837468
1305031907.515072 0.478957 7.818977 -4.837468
1305031907.518346 0.526853 7.818977 -5.076947
1305031907.519321 0.526853 7.818977 -5.076947
1305031907.522986 0.682514 8.010560 -5.124843
1305031907.523949 0.682514 8.010560 -5.124843
1305031907.527057 0.502905 8.010560 -5.124843
1305031907.528214 0.502905 8.010560 -5.124843
1305031907.531816 0.682514 8.034508 -5.136817
1305031907.532987 0.682514 8.034508 -5.136817
1305031907.533794 0.682514 8.034508 -5.136817
1305031907.537217 0.778306 8.202143 -5.316426
1305031907.538200 0.778306 8.202143 -5.316426
1305031907.541951 0.826201 8.202143 -5.076947
1305031907.542973 0.826201 8.202143 -5.076947
1305031907.544076 0.826201 8.202143 -5.076947
1305031907.545202 0.826201 8.202143 -5.076947
1305031907.548223 0.957915 8.202143 -5.124843
1305031907.549336 0.957915 8.202143 -5.124843
1305031907.552924 0.862123 8.202143 -4.789573
1305031907.553934 0.862123 8.202143 -4.789573
1305031907.557195 0.886071 8.010560 -4.837468
1305031907.558249 0.886071 8.010560 -4.837468
1305031907.561800 0.886071 8.106352 -4.765625
1305031907.562791 0.886071 8.106352 -4.765625
1305031907.564048 0.886071 8.106352 -4.765625
1305031907.565039 0.886071 8.106352 -4.765625
1305031907.568207 1.053706 8.106352 -4.789573
1305031907.569293 1.053706 8.106352 -4.789573
1305031907.572796 1.053706 8.106352 -4.741677
1305031907.573968 1.053706 8.106352 -4.741677
1305031907.577214 0.957915 8.369778 -4.454303
1305031907.578238 0.957915 8.369778 -4.454303
1305031907.579471 0.957915 8.369778 -4.454303
1305031907.580467 0.957915 8.369778 -4.454303
1305031907.584089 1.053706 8.202143 -4.310615
1305031907.585098 1.053706 8.202143 -4.310615
1305031907.588368 1.209367 8.202143 -4.166928
